Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2,Market Close,rf_rate,NVDA,WDAY,TSLA
2019-01-03,-0.0078478052216349,-0.0074032276951608,-0.0084777098658679,-0.0320529184271246,0.0152460945328214,-0.0117918537517878,-0.03319588931807227,0.0002622222222222,-0.06048150322959489,-0.03580818830599719,-0.0314414704933893
2019-01-04,0.0298814124929129,0.0270316593174648,0.0335603287038812,0.06134126134409,0.0176219188168108,0.0305091757175657,-0.006961630629605975,0.0002633333333333,0.06406249999999991,0.06057654850019478,0.057765939736973415
2019-01-07,0.0090514436476738,0.0144745267812234,0.0141110984066017,0.0171847665142084,0.014748202984348,0.0169423691454735,-0.009602200115754633,0.0002677777777777,0.052863436123348206,0.0009182736455464191,0.05429650613786574
2019-01-08,0.0107597646721613,0.0080501642804411,0.0015437655976402,0.0058514617001443,0.0108249276791939,0.0104789932377874,-0.004081301064619902,0.0002677777777777,-0.024825662482566235,0.02110091743119269,0.001194208090759874
2019-01-09,0.0086295632848452,-0.0007997282666609,-0.0005343848097381,0.019787837643143,0.0002137227017436,0.0096576186955676,-0.0044981206482223035,0.0002666666666666,0.019736842105263053,-0.004612159329140386,0.009542269270911063
2019-01-10,0.0028692489560184,-0.0003879258000246,0.0074228341179058,0.0031629382921085,0.0030867289268032,0.0033655538544154,0.00014636438569337606,0.0002644444444444,0.01851332398316985,0.010711276928631719,0.018904150051691104
2019-01-11,0.0111897414753987,0.0042316286708059,0.0020507052383593,-0.0021518933589832,-0.0051119222578623,0.0038846483481752,0.005285350865984473,0.0002644444444444,0.02478656017626002,-0.002976899261728949,0.006667632990288608
2019-01-14,-0.0019988128446727,-0.0051614678524238,0.0077976494653575,-0.0012533995979159,-0.0056419957633679,-0.0066590668881123,-0.010607976094701765,0.0002666666666666,0.010749798441279212,-0.02466260599546155,-0.03700503959683232
2019-01-15,0.006396735631367,0.0028514140568789,0.0128787781723755,0.021565906443915,0.0003690504618276,0.0072772937984134,-0.00221704063300332,0.0002666666666666,-0.0037224142515288605,0.006979734280291305,0.03005382775119636
2019-01-16,0.0044261315257243,0.0006457383903224,0.0056571463293939,0.0043541183977042,-0.0014225979881724,0.0044694887047307,-0.00753425696899801,0.0002644444444444,-0.006938884440885973,0.005289718489694284,0.004645086369574614
2019-01-17,0.003667272002737,0.0070933878587351,0.0061091071969605,0.0052103653909949,-0.0008510611301699,0.004453704159383,-0.013011521280857918,0.0002633333333333,0.019349637194302494,0.007499697592838972,0.0036121947695419987
2019-01-18,0.0046053114000461,0.0053460249855075,0.0092846137605437,0.0139743031708845,-0.0045701470134865,0.0103874986234901,0.014360590983326427,0.0002622222222222,0.03427366200896387,0.033017168927842455,-0.12971494385257687
2019-01-22,-0.0143712433290245,-0.0118298068382085,-0.0087738575336299,-0.0221356781076998,0.0042362447230472,-0.0115389249182882,-0.0021980520710955798,0.0002644444444444,-0.052001019627835876,-0.007612738261273844,-0.011083540115798263
2019-01-23,-0.0005203754139753,6.265124082194262e-05,-0.0002397221466171,0.0018974144579568,0.0095477088700125,-0.002803795702856,-0.001373787528431314,0.0002622222222222,0.0034955633234741157,0.005211688235638556,-0.0378052860488457
2019-01-24,0.0059373588540037,0.0071461013538232,-0.0037479840022949,0.0121763659625839,-0.0027553381339344,0.0058711184308463,-0.008417268346867957,0.0002577777777777,0.05734190782422299,-0.0026797157171152275,0.01356050069541026
2019-01-25,0.0128971868866092,0.0107215950661774,0.0074755951086999,0.0211899564471524,0.0003843002624099,0.0106592353276057,0.007908920702762945,0.00026,0.014698428788646689,0.025584112149532823,0.01903945111492278
2019-01-28,-0.0007128949067674,-0.0038583158924014,0.0020473886062466,-0.0058072281741724,-0.0090262131442473,-0.0038047457306434,0.0014583333333333393,0.0002633333333333,-0.1383616383616384,-0.017541861259824598,-0.002188183807439792
2019-01-29,-0.0047868516741415,-0.0076974449540248,-0.0003124906214998,-0.007686680253349,0.0053804692531576,-0.0008038364800144,-0.015311165401615034,0.0002633333333333,-0.04637681159420293,-0.03368115942028982,0.003542510121457454
2019-01-30,0.0085190147115514,0.0105214767522106,0.0015556694592175,0.0272418839524779,0.0048663551018798,0.0113221020620223,-0.008524093043896341,0.0002633333333333,0.04407294832826758,0.03557501949727038,0.03798957808034964
2019-01-31,0.0288011821860609,0.0075981982750084,0.0188027967752142,0.0145842686367059,-0.0013328809152014,0.0097426962949442,-0.0008978285849409184,0.0002622222222222,0.04628820960698676,0.05161626694473398,-0.005668016194331993
2019-02-01,0.0109114374292145,0.0060058299050373,-0.002555570237977,0.001809624234573,0.0029120794429166,0.0022220535019382,-0.006730596322026328,0.0002611111111111,0.006677796327211993,0.02495455296645188,0.01693811074918572
2019-02-04,-0.0005143054690184,-0.0003472787007241,0.0024415291404606,0.0125290049604087,0.0082890091527885,0.0074771426803532,-0.004686415604339356,0.0002633333333333,0.03095632946379201,0.003869719445340314,0.0022421524663678305
2019-02-05,0.0056162075464269,0.0045967694021087,0.0069457125344509,0.0167914877731392,0.0021529269043526,0.0029098739788533,0.0022257854313556535,0.0002633333333333,0.005093833780160928,0.01343826962201522,0.027005433045701466
2019-02-06,-0.0009838758975978,-0.0015902697132279,-0.007604538189631,-0.0064897093046093,-0.0029953478726461,-0.0024255849639797,0.009449197169305812,0.0002633333333333,0.020272072552680598,-0.00427914839664012,-0.012914267932161216
