Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2,Market Close,rf_rate
2015-03-03,-0.0012655075190809,-0.0049805193303235,-0.000495532314771,-0.0065686697777341,-0.0019421252396008,-0.0009494828078387,0.004407847397940534,2.2222222222222225e-06
2015-03-04,0.0022299125472557,0.0032412804609494,-0.0025339767732336,0.0042130191614917,-0.0085888043444396,0.0024162111782153,-0.0011946464608003637,1.1111111111111112e-06
2015-03-05,0.004016001641246,0.0040760527388379,0.002354656751653,0.0067263298226736,-0.0009550484118562,0.0043231592624399,0.014377721773220165,2.2222222222222225e-06
2015-03-06,-0.0079053574475131,-0.0035740337066856,-0.0084811733982874,-0.0130980610527715,-0.0049567425017721,-0.0114603222564254,-0.00392896130189524,1.1111111111111112e-06
2015-03-09,0.0005822796500871,0.0042254100516698,0.0058427361834103,-0.0016524551597966,-0.0054470510373501,0.0013032210820465,0.017254030995616843,2.2222222222222225e-06
2015-03-10,-0.0102629670644321,-0.0053407235443818,-0.0120791539006549,-0.0097390284734647,-0.0013915910556106,-0.0121553552761254,0.0019213425871467127,2.2222222222222225e-06
2015-03-11,0.0040119208043012,0.0051631430413661,0.0033118255343416,-0.0011466764438018,0.0029938682993379,0.000604757022475,-0.012444638059972424,3.333333333333333e-06
2015-03-12,0.0082646299047095,0.0102716185869347,0.0131168901913818,0.01080141763962,-0.0029347226325733,0.0116671147271409,0.006111814551475581,3.333333333333333e-06
2015-03-13,-0.0024972745488313,-0.0014284161547658,-0.0036971872087163,-0.008142217554344,-0.0054228207638998,-0.0050615125472071,-0.013352937502102202,3.333333333333333e-06
2015-03-16,0.0079006210385901,0.0035825339926776,0.007953004700508,0.008054624464487,-0.0033947008517206,0.0041173499661258,0.0033312763947008772,5.555555555555556e-06
2015-03-17,0.0021419035463847,0.0029281064224944,-0.0006871817837931,0.0003843565322338,-0.0028215751007008,0.0012736303296958,-0.012012383900928847,5.555555555555556e-06
2015-03-18,0.0096027594185787,0.0075130969407208,0.0095568796603204,0.0078535252095985,0.014428505688474,0.0062687743452861,0.004896447084388411,3.333333333333333e-06
2015-03-19,-0.0007784772838256,-0.0025542270888001,-0.0029250942474209,0.0023629367796258,-0.0178884509172897,0.0008289589314832,-0.008932213841848058,3.333333333333333e-06
2015-03-20,0.0096572999202588,0.0009833771991436,0.0073907793434191,0.0071046562222378,0.0038339933843358,0.0044040197807629,0.0017487003544920388,1.1111111111111112e-06
2015-03-23,-6.674185755528583e-05,-0.0005134996079992,-0.0001087525046352,0.0005910985542618,0.0151720286048026,0.0015187517429181,0.006177384652163553,3.333333333333333e-06
2015-03-24,-0.002570522859054,-0.0048080230333857,-0.0033209258633954,-0.0010129942802968,0.0087583084759102,-0.0008850201155692,0.014774022949467502,2.2222222222222225e-06
2015-03-25,-0.006156197230142,-0.0080183564909085,-0.0111715371095874,-0.0145673009155858,0.0124641840522806,-0.0168619344329319,0.0023830946185832147,4.444444444444445e-06
2015-03-26,-0.0020978795111205,-0.0005929135940357,-0.0010345354638604,-0.0012116232367689,0.003445537834295,-0.0019786963312758,-0.0023629076864852827,3.333333333333333e-06
2015-03-27,-7.500987092434741e-05,0.0020878888719788,0.0021895850459361,0.0047757069040683,0.0010162284232885,0.0051868463951747,-0.012088733798604201,4.444444444444445e-06
2015-03-30,0.008112673837378,0.0022196864505061,0.0086168241672646,0.0052278947373183,0.0046346927525644,0.0082321086496646,0.008873779553071115,4.444444444444445e-06
2015-03-31,-0.0054445930356659,-0.0030211713659039,-0.0039680010092048,0.0018580599284478,0.0023251014946301,-0.0032812115175111,0.003981181634129305,3.333333333333333e-06
2015-04-01,0.0009185284392367,0.0001568146069086,-0.0020015371371282,-0.003865395879651,-0.0029557565907136,0.0030050338356002,-0.003517242713937385,3.333333333333333e-06
2015-04-02,0.0025612955246112,0.0042990336058916,0.0030581297294201,0.0019664295861856,0.0008806626841772,0.0048740308264723,-0.006565350712768314,2.2222222222222225e-06
2015-04-06,0.0053675938373412,0.0037631078125979,0.0046311735478388,0.0049204748540352,-0.0032977200556265,0.0063616523715026,0.0020661455548973695,3.333333333333333e-06
2015-04-07,-0.0012426093488774,-0.0001714790115342,-0.0020598154952092,0.0018822503277511,0.0019920285834414,-0.0025929143709967,-0.002675440703203802,2.2222222222222225e-06
2015-04-08,0.0061854629516822,0.0126522940609363,0.0034520158692838,0.0123515754075027,0.006402071678674,0.003733781992412,-0.004437685899826849,3.333333333333333e-06
2015-04-09,0.0040356157221588,0.0032315039242341,-0.0004526192269821,-0.0019046826373734,-0.0055031965896383,-0.0013455390466196,-0.005175875093955451,3.333333333333333e-06
2015-04-10,-9.020228232836658e-05,0.0012302134085697,0.0023858735430219,0.001661398420419,0.0051301212590469,0.0050762032014447,0.004602304497641541,2.2222222222222225e-06
2015-04-13,-0.0034476111013995,-0.0027663436845037,-0.0040717476847246,-0.0030737823271473,-0.0038562188533572,-0.0014411972312528,-0.0016270325979081957,3.333333333333333e-06
2015-04-14,0.0033927746815434,0.0020214443077479,0.0021419710590235,0.0075159557448338,0.0007889803050976,0.0032737808043498,-0.005121924590459681,2.2222222222222225e-06
2015-04-15,0.004755769631757,0.0017526682414579,0.0037539453460255,0.0048718062763866,-0.0037465750366107,0.0076826826776104,0.0007791010883662075,2.2222222222222225e-06
2015-04-16,-0.0021108420774798,-0.003231826089307,0.0005101247353624,0.0001024733840278,-0.0026706582702504,0.0016670862304736,0.01144062503003096,2.2222222222222225e-06
2015-04-17,-0.0094315679748723,-0.0022009629120038,-0.0106174556406827,-0.0130456672463713,-0.0001937609476412,-0.0106921037982055,-0.009150637973719289,1.1111111111111112e-06
2015-04-20,-0.0005075730406374,0.0012387450416291,0.0062524287795209,0.0007800969363398,0.0014677851357706,0.0047986680770814,0.0014828659841985559,3.333333333333333e-06
2015-04-21,0.0042657200717421,0.0046294885383106,0.0048785920344471,0.0078046642598483,0.0045524509355196,-0.001793911236759,-0.005061765877910407,3.333333333333333e-06
2015-04-22,0.0009741602415507,-0.0008272682321979,0.0085909646207489,0.0037676848430179,0.0014575044128626,0.004774361398609,-0.0023521839341578143,3.333333333333333e-06
2015-04-23,0.0010665546817723,0.0029723706799449,0.0007364438336603,0.0070607475569128,-0.001625994795625,0.0051862675519711,-0.00224773219876373,3.333333333333333e-06
2015-04-24,0.0032181629162517,0.0004666063449776,0.0015501741422445,0.0002595000485166,0.0021573517564836,-0.0030653460646722,0.0041585266392276665,3.333333333333333e-06
2015-04-27,-0.0026200807059345,-0.0113212964462785,-0.0038115102470903,-0.0026637191782969,0.0006435312225783,-0.0080918652851417,-0.002761542680966178,2.2222222222222225e-06
2015-04-28,-0.0004553188717991,0.0018861299788333,0.0027311302521799,-0.0043644769257583,0.0027435920213788,0.0021916785150024,0.0037544201058452575,2.2222222222222225e-06
2015-04-29,-0.0042327286463821,0.0014434094823267,-0.0007602197848491,-0.0058494776088678,-0.0023325077982895,-0.004240478791968,0.010232509074519003,1.1111111111111112e-06
2015-04-30,-0.00917457590537,-0.0042795829191309,-0.0103412312712567,-0.0079642478601966,-0.0090831603210126,-0.0095005381117667,-0.01080496516133933,1.1111111111111112e-06
2015-05-01,0.0060511250281771,0.0025511806447564,0.0065263017594465,0.0096502430921945,0.0051968813778431,0.003263416513878,-0.0029321491234293173,1.1111111111111112e-06
2015-05-04,0.0031331272933197,0.0006206414236411,0.0024108652637291,0.0037321508754037,0.003171212160575,0.0018755936636969,0.011979171652005682,2.2222222222222225e-06
2015-05-05,-0.0122484131296758,-0.0034809299605225,-0.006610153638702,-0.0144210707398108,-0.0054069698945131,-0.0085103085444919,0.0044756387760498395,1.1111111111111112e-06
2015-05-06,0.0004433501953717,-0.0034002362196059,-0.0054866828388255,-0.0059002616042193,0.0067774000860583,-0.0039679204744225,-0.0037595785440612817,2.2222222222222225e-06
2015-05-07,0.0080458931961056,0.0043698257190112,0.0020935545008429,0.007973106033321,0.0134906165171059,0.0002948685556407,-0.013279145598034114,1.1111111111111112e-06
2015-05-08,0.006919050611678,0.0064084342208012,0.0086414316850824,0.0057746523600112,-0.0026534109265971,0.0104620486376545,0.0051155875800943384,1.1111111111111112e-06
2015-05-11,-0.0028074562053174,-0.0004634373348618,-0.0062474335455156,-0.0007814802029043,-0.0015098260887645,-0.0007154990857349,0.0029583825603110014,2.2222222222222225e-06
2015-05-12,0.0008538716446382,-0.0007808242192828,-0.0035781659073972,-0.0079315503454142,-0.0005823158960999,-0.0025345308132344,0.0003049826541114964,3.333333333333333e-06
2015-05-13,0.0,0.0,0.0,0.0,0.0003949283778008,0.0014390496424837,-0.010664277968978397,2.2222222222222225e-06
2015-05-14,0.0,0.0,0.0,0.0,0.0042430692442631,0.0064851642100207,-0.0007678790990847117,1.1111111111111112e-06
